dataset,method,status,splits,acc,auc,run_dir
LUSC,sentence-hierarchical-graph-ontology,complete,30,0.7663 +/- 0.1217,0.6926 +/- 0.0475,F:\Tasks\isbi_code\experiments\LUSC\sentence-hierarchical-graph-ontology\runs\lusc_sentence_hierarchical_graph_ontology_noiseaware_30splits
